"","motif","view","factor","padj"
"3747","HNF4A","ATAC_all","Factor6",1
"3748","HNF4G","ATAC_all","Factor6",1
"3749","HOXB13","ATAC_all","Factor6",1
"3750","JUNB","ATAC_all","Factor6",1
"3751","JUND","ATAC_all","Factor6",1
"3752","KLF4","ATAC_all","Factor6",0.00246676315085735
"3753","KLF9","ATAC_all","Factor6",0.153836988259821
"3754","LHX2","ATAC_all","Factor6",0.7190641612576
"3755","MAFF","ATAC_all","Factor6",0.681761554855349
"3756","MAFG","ATAC_all","Factor6",0.264898956950265
"3757","MAFK","ATAC_all","Factor6",1
"3758","MEF2A","ATAC_all","Factor6",1
"3759","MITF","ATAC_all","Factor6",0.765005092571739
"3760","MXI1","ATAC_all","Factor6",0.254844916618522
"3761","MYOD1","ATAC_all","Factor6",0.327482142041046
"3762","MYOG","ATAC_all","Factor6",1
"3763","MZF1","ATAC_all","Factor6",0.00819244382496172
"3764","NFE2L1","ATAC_all","Factor6",1
"3765","NFIL3","ATAC_all","Factor6",1
"3766","NFYB","ATAC_all","Factor6",0.782075332198822
"3767","NKX2-5","ATAC_all","Factor6",1
"3768","NR4A1","ATAC_all","Factor6",1
"3769","ONECUT1","ATAC_all","Factor6",0.284158702441817
"3770","OTX2","ATAC_all","Factor6",1
"3771","PBX2","ATAC_all","Factor6",1
"3772","PHOX2B","ATAC_all","Factor6",1
"3773","PKNOX1","ATAC_all","Factor6",1
"3774","POU2F3","ATAC_all","Factor6",0.299738283775792
"3775","PRDM1","ATAC_all","Factor6",1
"3776","RFX1","ATAC_all","Factor6",0.429043955529813
"3777","RFX3","ATAC_all","Factor6",0.448462247478285
"3778","RUNX3","ATAC_all","Factor6",1
"3779","SCRT1","ATAC_all","Factor6",1
"3780","SCRT2","ATAC_all","Factor6",1
"3781","SNAI2","ATAC_all","Factor6",0.231830151137188
"3782","SOX2","ATAC_all","Factor6",0.00384883356654484
"3783","SPI1","ATAC_all","Factor6",0.109096344472904
"3784","SPIB","ATAC_all","Factor6",0.00431708093571494
"3785","SREBF1(var.2)","ATAC_all","Factor6",1
"3786","TCF3","ATAC_all","Factor6",0.00984185824031972
"3787","TCF4","ATAC_all","Factor6",0.650279721053449
"3788","TCF7","ATAC_all","Factor6",0.165588999051911
"3789","TEAD1","ATAC_all","Factor6",0.664557176913549
"3790","TEAD4","ATAC_all","Factor6",0.687530093091761
"3791","TFAP2A","ATAC_all","Factor6",2.35263938251298e-05
"3792","TFAP2C(var.2)","ATAC_all","Factor6",0.0241378098317014
"3793","TWIST1","ATAC_all","Factor6",0.386613059155672
"3794","USF1","ATAC_all","Factor6",0.560388745520929
"3795","USF2","ATAC_all","Factor6",0.413965378249562
"3796","YY2","ATAC_all","Factor6",0.00501814043301635
"3797","ZNF263","ATAC_all","Factor6",0.0870514529271924
"3798","CREM","ATAC_all","Factor6",0.105799907466886
"3799","FOXF2","ATAC_all","Factor7",0.506419340588629
"3800","FOXD1","ATAC_all","Factor7",1
"3801","IRF2","ATAC_all","Factor7",1
"3802","MZF1(var.2)","ATAC_all","Factor7",1
"3803","MAX::MYC","ATAC_all","Factor7",1
"3804","PPARG","ATAC_all","Factor7",1
"3805","PAX6","ATAC_all","Factor7",1
"3806","PBX1","ATAC_all","Factor7",1
"3807","RORA","ATAC_all","Factor7",1
"3808","RORA(var.2)","ATAC_all","Factor7",0.577086822734297
"3809","RREB1","ATAC_all","Factor7",1
"3810","RXRA::VDR","ATAC_all","Factor7",1
"3811","SOX9","ATAC_all","Factor7",1
"3812","SRY","ATAC_all","Factor7",1
"3813","TAL1::TCF3","ATAC_all","Factor7",1
"3814","REL","ATAC_all","Factor7",1
"3815","RELA","ATAC_all","Factor7",1
"3816","NR1H2::RXRA","ATAC_all","Factor7",1
"3817","NFIC::TLX1","ATAC_all","Factor7",1
"3818","ZNF354C","ATAC_all","Factor7",1
"3819","CTCF","ATAC_all","Factor7",1
"3820","EWSR1-FLI1","ATAC_all","Factor7",1
"3821","REST","ATAC_all","Factor7",1
"3822","NFATC2","ATAC_all","Factor7",1
"3823","INSM1","ATAC_all","Factor7",1
"3824","RARA::RXRA","ATAC_all","Factor7",1
"3825","NR4A2","ATAC_all","Factor7",1
"3826","PLAG1","ATAC_all","Factor7",1
"3827","ARNT::HIF1A","ATAC_all","Factor7",1
"3828","DUX4","ATAC_all","Factor7",0.141899869305999
"3829","FOS","ATAC_all","Factor7",1.08894496561546e-07
"3830","FOSL2","ATAC_all","Factor7",4.47074820629619e-05
"3831","FOXH1","ATAC_all","Factor7",1
"3832","JUN","ATAC_all","Factor7",1
"3833","JUN(var.2)","ATAC_all","Factor7",2.86683759259865e-05
"3834","JUND(var.2)","ATAC_all","Factor7",1
"3835","MEF2C","ATAC_all","Factor7",4.05190436963877e-05
"3836","MAF::NFE2","ATAC_all","Factor7",0.1396365301055
"3837","NR2C2","ATAC_all","Factor7",1
"3838","NRF1","ATAC_all","Factor7",1
"3839","POU2F2","ATAC_all","Factor7",0.0879992609667622
"3840","SMAD2::SMAD3::SMAD4","ATAC_all","Factor7",1
"3841","STAT1::STAT2","ATAC_all","Factor7",1
"3842","TCF7L2","ATAC_all","Factor7",0.24787717404337
"3843","ZBTB33","ATAC_all","Factor7",1
"3844","ELK4","ATAC_all","Factor7",1
"3845","ESR2","ATAC_all","Factor7",1
"3846","IRF1","ATAC_all","Factor7",1
"3847","STAT1","ATAC_all","Factor7",1
"3848","STAT3","ATAC_all","Factor7",1
"3849","GATA1::TAL1","ATAC_all","Factor7",1
"3850","YY1","ATAC_all","Factor7",1
"3851","FOXP2","ATAC_all","Factor7",1
"3852","SREBF1","ATAC_all","Factor7",1
"3853","SREBF2","ATAC_all","Factor7",1
"3854","THAP1","ATAC_all","Factor7",1
"3855","KLF5","ATAC_all","Factor7",1
"3856","DMRT3","ATAC_all","Factor7",0.37548876260316
"3857","FOXG1","ATAC_all","Factor7",0.112597433409323
"3858","LBX1","ATAC_all","Factor7",1
"3859","NFATC3","ATAC_all","Factor7",1
"3860","POU6F1","ATAC_all","Factor7",1
"3861","SHOX","ATAC_all","Factor7",1
"3862","ALX3","ATAC_all","Factor7",1
"3863","BARHL2","ATAC_all","Factor7",1
"3864","BHLHE41","ATAC_all","Factor7",1
"3865","CENPB","ATAC_all","Factor7",1
"3866","CREB3","ATAC_all","Factor7",1
"3867","DBP","ATAC_all","Factor7",1
"3868","ELF4","ATAC_all","Factor7",1
"3869","ELF5","ATAC_all","Factor7",1
"3870","EN1","ATAC_all","Factor7",1
"3871","EN2","ATAC_all","Factor7",1
"3872","ESX1","ATAC_all","Factor7",1
"3873","ETV6","ATAC_all","Factor7",1
"3874","FLI1","ATAC_all","Factor7",1
"3875","FOXI1","ATAC_all","Factor7",1
"3876","FOXL1","ATAC_all","Factor7",1
"3877","FOXO3","ATAC_all","Factor7",0.879540953748136
"3878","GCM1","ATAC_all","Factor7",1
"3879","GRHL1","ATAC_all","Factor7",1
"3880","GSC","ATAC_all","Factor7",1
"3881","HEY2","ATAC_all","Factor7",1
"3882","HINFP","ATAC_all","Factor7",1
"3883","HNF1A","ATAC_all","Factor7",0.0983152274232921
"3884","HNF1B","ATAC_all","Factor7",0.0066539531601123
"3885","HOXC11","ATAC_all","Factor7",1
"3886","HSF1","ATAC_all","Factor7",1
"3887","IRF8","ATAC_all","Factor7",1
"3888","IRF9","ATAC_all","Factor7",1
"3889","ISX","ATAC_all","Factor7",1
"3890","JDP2","ATAC_all","Factor7",0.000130349833805309
"3891","JDP2(var.2)","ATAC_all","Factor7",1
"3892","KLF13","ATAC_all","Factor7",1
"3893","LHX6","ATAC_all","Factor7",1
"3894","MEF2B","ATAC_all","Factor7",0.000246266358756015
"3895","MEOX1","ATAC_all","Factor7",1
"3896","MIXL1","ATAC_all","Factor7",1
"3897","MLX","ATAC_all","Factor7",1
"3898","MLXIPL","ATAC_all","Factor7",1
"3899","MSC","ATAC_all","Factor7",1
"3900","MSX1","ATAC_all","Factor7",0.53811630740417
"3901","MYF6","ATAC_all","Factor7",1
"3902","NEUROD2","ATAC_all","Factor7",0.136907898226065
"3903","NEUROG2","ATAC_all","Factor7",1
"3904","NFIA","ATAC_all","Factor7",1
"3905","NFIX","ATAC_all","Factor7",1
"3906","NHLH1","ATAC_all","Factor7",1
"3907","NKX2-3","ATAC_all","Factor7",1
"3908","NKX2-8","ATAC_all","Factor7",1
"3909","NKX6-1","ATAC_all","Factor7",1
"3910","NKX6-2","ATAC_all","Factor7",1
"3911","OLIG2","ATAC_all","Factor7",0.500683585731375
"3912","PAX4","ATAC_all","Factor7",1
"3913","PAX7","ATAC_all","Factor7",1
"3914","POU4F2","ATAC_all","Factor7",0.0415652844545582
"3915","SP4","ATAC_all","Factor7",1
"3916","SPDEF","ATAC_all","Factor7",1
"3917","SPIC","ATAC_all","Factor7",1
"3918","SRF","ATAC_all","Factor7",1
"3919","TBXT","ATAC_all","Factor7",1
"3920","TBX2","ATAC_all","Factor7",1
"3921","TBX20","ATAC_all","Factor7",1
"3922","TBX21","ATAC_all","Factor7",1
"3923","TFAP4","ATAC_all","Factor7",1
"3924","TFCP2","ATAC_all","Factor7",1
"3925","TFEB","ATAC_all","Factor7",1
"3926","ZBTB7B","ATAC_all","Factor7",1
"3927","ZBTB7C","ATAC_all","Factor7",1
"3928","ZIC1","ATAC_all","Factor7",1
"3929","ZIC3","ATAC_all","Factor7",1
"3930","ZBTB18","ATAC_all","Factor7",1
"3931","LBX2","ATAC_all","Factor7",1
"3932","MEOX2","ATAC_all","Factor7",0.969001861770345
"3933","MNX1","ATAC_all","Factor7",0.34860425778773
"3934","MSX2","ATAC_all","Factor7",0.53811630740417
"3935","NOTO","ATAC_all","Factor7",1
"3936","OTX1","ATAC_all","Factor7",1
"3937","PDX1","ATAC_all","Factor7",0.97589664473449
"3938","PHOX2A","ATAC_all","Factor7",0.248404506352527
"3939","PITX3","ATAC_all","Factor7",1
"3940","PROP1","ATAC_all","Factor7",0.0011458250565868
"3941","PRRX1","ATAC_all","Factor7",1
"3942","RAX2","ATAC_all","Factor7",1
"3943","RAX","ATAC_all","Factor7",0.727221838533748
"3944","RHOXF1","ATAC_all","Factor7",1
"3945","UNCX","ATAC_all","Factor7",1
"3946","VAX1","ATAC_all","Factor7",0.20012306934502
"3947","VAX2","ATAC_all","Factor7",0.20012306934502
"3948","VENTX","ATAC_all","Factor7",1
"3949","VSX1","ATAC_all","Factor7",0.42973956895104
"3950","VSX2","ATAC_all","Factor7",1
"3951","ESR1","ATAC_all","Factor7",1
"3952","ESRRB","ATAC_all","Factor7",1
"3953","NR2F1","ATAC_all","Factor7",1
"3954","NR3C1","ATAC_all","Factor7",1
"3955","NR3C2","ATAC_all","Factor7",1
"3956","RARA","ATAC_all","Factor7",1
"3957","RARA(var.2)","ATAC_all","Factor7",1
"3958","BCL6B","ATAC_all","Factor7",1
"3959","EGR2","ATAC_all","Factor7",1
"3960","EGR3","ATAC_all","Factor7",1
"3961","EGR4","ATAC_all","Factor7",1
"3962","GLIS1","ATAC_all","Factor7",1
"3963","GLIS2","ATAC_all","Factor7",1
"3964","GLIS3","ATAC_all","Factor7",1
"3965","HIC2","ATAC_all","Factor7",1
"3966","KLF14","ATAC_all","Factor7",1
"3967","KLF16","ATAC_all","Factor7",1
"3968","SP8","ATAC_all","Factor7",1
"3969","ZBED1","ATAC_all","Factor7",1
"3970","ZIC4","ATAC_all","Factor7",1
"3971","ZNF143","ATAC_all","Factor7",1
"3972","ZNF410","ATAC_all","Factor7",1
"3973","CUX1","ATAC_all","Factor7",1
"3974","CUX2","ATAC_all","Factor7",1
"3975","ONECUT2","ATAC_all","Factor7",0.612372836930647
"3976","ONECUT3","ATAC_all","Factor7",0.507916129668661
"3977","E2F7","ATAC_all","Factor7",1
"3978","ELK3","ATAC_all","Factor7",1
"3979","ERF","ATAC_all","Factor7",1
"3980","ERG","ATAC_all","Factor7",1
"3981","ETS1","ATAC_all","Factor7",1
"3982","ETV2","ATAC_all","Factor7",1
"3983","ETV3","ATAC_all","Factor7",1
"3984","FEV","ATAC_all","Factor7",1
"3985","GCM2","ATAC_all","Factor7",1
"3986","LEF1","ATAC_all","Factor7",1
"3987","HSF2","ATAC_all","Factor7",1
"3988","HSF4","ATAC_all","Factor7",1
"3989","IRF7","ATAC_all","Factor7",1
"3990","MEF2D","ATAC_all","Factor7",1.80203364778812e-05
"3991","MEIS1","ATAC_all","Factor7",1
"3992","MEIS2","ATAC_all","Factor7",1
"3993","MEIS3","ATAC_all","Factor7",1
"3994","MYBL1","ATAC_all","Factor7",1
"3995","MYBL2","ATAC_all","Factor7",1
"3996","NFKB1","ATAC_all","Factor7",1
"3997","NFKB2","ATAC_all","Factor7",1
"3998","PAX1","ATAC_all","Factor7",1
"3999","PAX3","ATAC_all","Factor7",1
"4000","PAX9","ATAC_all","Factor7",1
"4001","PKNOX2","ATAC_all","Factor7",1
"4002","POU1F1","ATAC_all","Factor7",0.0134054117423151
"4003","POU2F1","ATAC_all","Factor7",0.321227129257149
"4004","POU3F1","ATAC_all","Factor7",0.0153310683322283
"4005","POU3F2","ATAC_all","Factor7",0.0792563997861277
"4006","POU3F3","ATAC_all","Factor7",7.13712783455736e-06
"4007","POU3F4","ATAC_all","Factor7",0.175841864273107
"4008","POU4F1","ATAC_all","Factor7",0.0618962574447858
"4009","POU4F3","ATAC_all","Factor7",0.223422340171185
"4010","POU5F1B","ATAC_all","Factor7",0.766834165359407
"4011","POU6F2","ATAC_all","Factor7",0.503145765195642
"4012","PROX1","ATAC_all","Factor7",1
"4013","RFX2","ATAC_all","Factor7",1
"4014","SMAD3","ATAC_all","Factor7",1
"4015","TGIF1","ATAC_all","Factor7",1
"4016","TGIF2","ATAC_all","Factor7",1
"4017","RFX4","ATAC_all","Factor7",1
"4018","RFX5","ATAC_all","Factor7",1
"4019","RUNX2","ATAC_all","Factor7",1
"4020","EOMES","ATAC_all","Factor7",1
"4021","MGA","ATAC_all","Factor7",1
"4022","TBR1","ATAC_all","Factor7",1
"4023","TBX15","ATAC_all","Factor7",1
"4024","TBX19","ATAC_all","Factor7",1
"4025","TBX1","ATAC_all","Factor7",1
"4026","TBX4","ATAC_all","Factor7",1
"4027","TBX5","ATAC_all","Factor7",1
"4028","TEAD3","ATAC_all","Factor7",1
"4029","TFAP2A(var.2)","ATAC_all","Factor7",1
"4030","TFAP2B","ATAC_all","Factor7",1
"4031","TFAP2B(var.2)","ATAC_all","Factor7",1
"4032","TFAP2B(var.3)","ATAC_all","Factor7",1
"4033","TFAP2C","ATAC_all","Factor7",1
"4034","TFAP2C(var.3)","ATAC_all","Factor7",1
"4035","BHLHE40","ATAC_all","Factor7",1
"4036","BHLHE23","ATAC_all","Factor7",0.092926714985463
"4037","BHLHE22","ATAC_all","Factor7",0.308750775704623
"4038","CLOCK","ATAC_all","Factor7",1
"4039","FIGLA","ATAC_all","Factor7",1
"4040","HES5","ATAC_all","Factor7",1
"4041","HES7","ATAC_all","Factor7",1
"4042","HEY1","ATAC_all","Factor7",1
"4043","MAX","ATAC_all","Factor7",1
"4044","MNT","ATAC_all","Factor7",1
"4045","OLIG1","ATAC_all","Factor7",0.734435377643722
"4046","OLIG3","ATAC_all","Factor7",0.677555020452859
"4047","SREBF2(var.2)","ATAC_all","Factor7",1
"4048","ATF7","ATAC_all","Factor7",1
"4049","CEBPB","ATAC_all","Factor7",1
"4050","CEBPE","ATAC_all","Factor7",1
"4051","CEBPG","ATAC_all","Factor7",1
"4052","CREB3L1","ATAC_all","Factor7",1
"4053","NFE2","ATAC_all","Factor7",0.000356305406736162
"4054","TEF","ATAC_all","Factor7",1
"4055","XBP1","ATAC_all","Factor7",1
"4056","FOXB1","ATAC_all","Factor7",0.0521667236725982
"4057","FOXC1","ATAC_all","Factor7",0.27967069750403
"4058","FOXC2","ATAC_all","Factor7",0.18860940113056
"4059","FOXO4","ATAC_all","Factor7",1
"4060","FOXO6","ATAC_all","Factor7",1
"4061","FOXP3","ATAC_all","Factor7",1
"4062","RXRB","ATAC_all","Factor7",1
"4063","RXRG","ATAC_all","Factor7",1
"4064","TP63","ATAC_all","Factor7",1
"4065","TP53","ATAC_all","Factor7",1
"4066","TP73","ATAC_all","Factor7",1
"4067","GMEB2","ATAC_all","Factor7",1
"4068","MTF1","ATAC_all","Factor7",1
"4069","E2F1","ATAC_all","Factor7",1
"4070","E2F8","ATAC_all","Factor7",1
"4071","SOX21","ATAC_all","Factor7",0.956640683031121
"4072","TFAP2A(var.3)","ATAC_all","Factor7",1
"4073","ELK1","ATAC_all","Factor7",1
"4074","HOXD12","ATAC_all","Factor7",1
"4075","BARX1","ATAC_all","Factor7",1
"4076","BSX","ATAC_all","Factor7",1
"4077","DLX6","ATAC_all","Factor7",1
"4078","DUXA","ATAC_all","Factor7",1
"4079","EMX2","ATAC_all","Factor7",1
"4080","EVX1","ATAC_all","Factor7",0.926634672118948
"4081","EVX2","ATAC_all","Factor7",1
"4082","GBX1","ATAC_all","Factor7",1
"4083","GBX2","ATAC_all","Factor7",1
"4084","GSC2","ATAC_all","Factor7",1
"4085","GSX1","ATAC_all","Factor7",1
"4086","HESX1","ATAC_all","Factor7",1
"4087","HMBOX1","ATAC_all","Factor7",1
"4088","HOXA10","ATAC_all","Factor7",0.510298428113521
"4089","HOXB3","ATAC_all","Factor7",1
"4090","HOXC10","ATAC_all","Factor7",1
"4091","HOXC12","ATAC_all","Factor7",1
"4092","HOXC13","ATAC_all","Factor7",1
"4093","HOXD11","ATAC_all","Factor7",1
"4094","ISL2","ATAC_all","Factor7",1
"4095","FOXK1","ATAC_all","Factor7",1
"4096","GATA2","ATAC_all","Factor7",1
"4097","HIF1A","ATAC_all","Factor7",1
"4098","MYC","ATAC_all","Factor7",1
"4099","MYB","ATAC_all","Factor7",0.993339987180189
"4100","MYCN","ATAC_all","Factor7",1
"4101","NEUROD1","ATAC_all","Factor7",1
"4102","NFIC","ATAC_all","Factor7",1
"4103","NFYA","ATAC_all","Factor7",1
"4104","NR1H4","ATAC_all","Factor7",1
"4105","NR2F2","ATAC_all","Factor7",1
"4106","PAX5","ATAC_all","Factor7",1
"4107","PBX3","ATAC_all","Factor7",1
"4108","POU5F1","ATAC_all","Factor7",0.180370624050204
"4109","RBPJ","ATAC_all","Factor7",1
"4110","RELB","ATAC_all","Factor7",1
"4111","SIX1","ATAC_all","Factor7",1
"4112","SIX2","ATAC_all","Factor7",0.926634672118948
"4113","SOX10","ATAC_all","Factor7",1
"4114","SOX13","ATAC_all","Factor7",1
"4115","TEAD2","ATAC_all","Factor7",1
"4116","TFDP1","ATAC_all","Factor7",1
"4117","ZBTB7A","ATAC_all","Factor7",1
"4118","ZEB1","ATAC_all","Factor7",1
"4119","ZNF24","ATAC_all","Factor7",1
"4120","ZNF384","ATAC_all","Factor7",0.0035343451695145
"4121","ZNF282","ATAC_all","Factor7",1
"4122","ZSCAN4","ATAC_all","Factor7",1
"4123","GATA3","ATAC_all","Factor7",1
"4124","FOS::JUN","ATAC_all","Factor7",0.000434668551401678
"4125","FOS::JUN(var.2)","ATAC_all","Factor7",1
"4126","FOSB::JUN","ATAC_all","Factor7",1
"4127","FOSL1::JUN","ATAC_all","Factor7",0.00348488227899
"4128","FOSL1::JUN(var.2)","ATAC_all","Factor7",1
"4129","FOSL2::JUN","ATAC_all","Factor7",0.000534622579097702
"4130","FOSL2::JUN(var.2)","ATAC_all","Factor7",1
"4131","JUN::JUNB","ATAC_all","Factor7",0.0129374346283751
"4132","JUN::JUNB(var.2)","ATAC_all","Factor7",1
"4133","FOS::JUNB","ATAC_all","Factor7",4.86165586444197e-05
"4134","FOSB::JUNB","ATAC_all","Factor7",1.96787396348687e-05
"4135","FOSB::JUNB(var.2)","ATAC_all","Factor7",1
"4136","FOSL1::JUNB","ATAC_all","Factor7",1.09039264038877e-05
"4137","FOSL2::JUNB","ATAC_all","Factor7",6.24988760349172e-06
"4138","FOSL2::JUNB(var.2)","ATAC_all","Factor7",1
"4139","FOS::JUND","ATAC_all","Factor7",0.000445915597856311
"4140","FOSL1::JUND","ATAC_all","Factor7",0.00117728486847574
"4141","FOSL1::JUND(var.2)","ATAC_all","Factor7",1
"4142","FOSL2::JUND","ATAC_all","Factor7",4.72165075066986e-05
"4143","FOSL2::JUND(var.2)","ATAC_all","Factor7",1
"4144","NR1H4::RXRA","ATAC_all","Factor7",1
"4145","NR4A2::RXRA","ATAC_all","Factor7",1
"4146","PPARA::RXRA","ATAC_all","Factor7",1
"4147","RARA::RXRG","ATAC_all","Factor7",1
"4148","RORB","ATAC_all","Factor7",1
"4149","RORC","ATAC_all","Factor7",1
"4150","SOX15","ATAC_all","Factor7",1
"4151","TFE3","ATAC_all","Factor7",1
"4152","VDR","ATAC_all","Factor7",0.928451045334295
"4153","IRF3","ATAC_all","Factor7",1
"4154","IRF4","ATAC_all","Factor7",1
"4155","IRF5","ATAC_all","Factor7",1
"4156","TCF7L1","ATAC_all","Factor7",1
"4157","ARGFX","ATAC_all","Factor7",1
"4158","ARNT2","ATAC_all","Factor7",1
"4159","ATF6","ATAC_all","Factor7",1
"4160","ATOH1(var.2)","ATAC_all","Factor7",1
"4161","ATOH7","ATAC_all","Factor7",1
"4162","BACH2","ATAC_all","Factor7",7.51825104744849e-05
"4163","BACH2(var.2)","ATAC_all","Factor7",1
"4164","BARX2","ATAC_all","Factor7",0.00153866816854069
"4165","BHLHA15(var.2)","ATAC_all","Factor7",1
"4166","CDX4","ATAC_all","Factor7",0.65442374452488
"4167","CREB3L4","ATAC_all","Factor7",1
"4168","CREB3L4(var.2)","ATAC_all","Factor7",1
"4169","DLX5","ATAC_all","Factor7",0.893314282791509
"4170","DMRTA2","ATAC_all","Factor7",0.772422966787957
"4171","DMRTC2","ATAC_all","Factor7",0.00338281857991265
"4172","DPRX","ATAC_all","Factor7",0.120436116476654
"4173","DRGX","ATAC_all","Factor7",1
"4174","ELF2","ATAC_all","Factor7",1
"4175","ETS2","ATAC_all","Factor7",1
"4176","FERD3L","ATAC_all","Factor7",1
"4177","FOXE1","ATAC_all","Factor7",1
"4178","FOXN3","ATAC_all","Factor7",0.821093120892495
"4179","GLI3","ATAC_all","Factor7",1
"4180","HES6","ATAC_all","Factor7",1
"4181","HNF4A(var.2)","ATAC_all","Factor7",1
"4182","HOXA1","ATAC_all","Factor7",1
"4183","HOXA4","ATAC_all","Factor7",1
"4184","HOXA6","ATAC_all","Factor7",1
"4185","HOXA7","ATAC_all","Factor7",1
"4186","HOXB4","ATAC_all","Factor7",0.663072414707911
"4187","HOXB6","ATAC_all","Factor7",0.226272186177398
"4188","HOXB7","ATAC_all","Factor7",0.802097115172607
"4189","HOXB8","ATAC_all","Factor7",1
"4190","HOXB9","ATAC_all","Factor7",1
"4191","HOXC4","ATAC_all","Factor7",0.334420815878538
"4192","HOXC8","ATAC_all","Factor7",0.21365454855703
"4193","HOXD10","ATAC_all","Factor7",1
"4194","HOXD4","ATAC_all","Factor7",1
"4195","IKZF1","ATAC_all","Factor7",1
"4196","IRF6","ATAC_all","Factor7",1
"4197","KLF10","ATAC_all","Factor7",1
"4198","KLF11","ATAC_all","Factor7",1
"4199","KLF15","ATAC_all","Factor7",1
"4200","KLF17","ATAC_all","Factor7",1
"4201","KLF2","ATAC_all","Factor7",1
"4202","KLF3","ATAC_all","Factor7",1
"4203","KLF6","ATAC_all","Factor7",1
"4204","LHX1","ATAC_all","Factor7",1
"4205","LHX5","ATAC_all","Factor7",1
"4206","MAF","ATAC_all","Factor7",1
"4207","MAFA","ATAC_all","Factor7",1
"4208","MAZ","ATAC_all","Factor7",1
"4209","MSANTD3","ATAC_all","Factor7",1
"4210","MSGN1","ATAC_all","Factor7",0.740039681992077
"4211","NFATC4","ATAC_all","Factor7",1
"4212","NFIC(var.2)","ATAC_all","Factor7",1
"4213","NFIX(var.2)","ATAC_all","Factor7",1
"4214","NHLH2","ATAC_all","Factor7",1
"4215","NKX6-3","ATAC_all","Factor7",1
"4216","NR1D1","ATAC_all","Factor7",1
"4217","NR1D2","ATAC_all","Factor7",1
"4218","NR1I2","ATAC_all","Factor7",1
"4219","NR1I3","ATAC_all","Factor7",1
"4220","NR2C1","ATAC_all","Factor7",1
"4221","NR2C2(var.2)","ATAC_all","Factor7",1
"4222","NR2F1(var.2)","ATAC_all","Factor7",1
"4223","NR2F1(var.3)","ATAC_all","Factor7",1
"4224","NR2F6(var.3)","ATAC_all","Factor7",1
"4225","NR5A1","ATAC_all","Factor7",1
"4226","NR6A1","ATAC_all","Factor7",1
"4227","OSR1","ATAC_all","Factor7",1
"4228","OVOL1","ATAC_all","Factor7",1
"4229","OVOL2","ATAC_all","Factor7",1
"4230","PAX3(var.2)","ATAC_all","Factor7",1
"4231","PITX2","ATAC_all","Factor7",0.0162312035915028
"4232","PLAGL2","ATAC_all","Factor7",1
