,interaction,partner_A_genes,partner_B_genes,celltype_A,celltype_B,is_partner_A_DE,logFC_gene_A,adj_pval_gene_A,percent_expr_gene_A,is_partner_B_DE,logFC_gene_B,adj_pval_gene_B,percent_expr_gene_B
1143,CCL5_CCR1,CCL5,CCR1,dT_cells,VCT_CCC,False,NA,NA,0.3296714579055441,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1145,CCL5_CCR1,CCL5,CCR1,GC,EVT_1,False,NA,NA,0.0,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1157,CCL5_CCR1,CCL5,CCR1,EVT_2,dM1,True,0.0087311761603538,0.0107454830136724,0.0148430873621713,False,NA,NA,0.2576069224767714
1160,CCL5_CCR1,CCL5,CCR1,dNK3,EVT_1,False,NA,NA,0.7757452574525745,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1167,CCL5_CCR1,CCL5,CCR1,ILC3,EVT_1,False,NA,NA,0.4731182795698925,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1174,CCL5_CCR1,CCL5,CCR1,dS2,VCT_CCC,False,NA,NA,0.0219633133574666,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1185,CCL5_CCR1,CCL5,CCR1,VCT_CCC,EVT_2,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.2849872773536895
1199,CCL5_CCR1,CCL5,CCR1,dS3,EVT_1,False,NA,NA,0.0231870879745396,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1202,CCL5_CCR1,CCL5,CCR1,VCT_CCC,dT_regs,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.0322234156820623
1206,CCL5_CCR1,CCL5,CCR1,dEpi_lumenal,EVT_1,False,NA,NA,0.0444444444444444,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1209,CCL5_CCR1,CCL5,CCR1,dT_cells,EVT_1,False,NA,NA,0.3296714579055441,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1215,CCL5_CCR1,CCL5,CCR1,VCT_CCC,dM1,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.2576069224767714
1221,CCL5_CCR1,CCL5,CCR1,VCT_CCC,dM2,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.2058345081878321
1223,CCL5_CCR1,CCL5,CCR1,MO,VCT_CCC,False,NA,NA,0.0734426229508196,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1225,CCL5_CCR1,CCL5,CCR1,EVT_2,Plasma,True,0.0087311761603538,0.0107454830136724,0.0148430873621713,False,NA,NA,0.0235294117647058
1232,CCL5_CCR1,CCL5,CCR1,uSMC,VCT_CCC,False,NA,NA,0.0154902305932054,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1235,CCL5_CCR1,CCL5,CCR1,iEVT,EVT_1,False,NA,NA,0.0193144722524483,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1240,CCL5_CCR1,CCL5,CCR1,GC,VCT_CCC,False,NA,NA,0.0,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1243,CCL5_CCR1,CCL5,CCR1,dS2,EVT_1,False,NA,NA,0.0219633133574666,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1253,CCL5_CCR1,CCL5,CCR1,Endo_M,EVT_1,False,NA,NA,0.0248654936745673,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1301,CCL3L1_CCR1,CCL3L1,CCR1,T_cells,EVT_1,False,NA,NA,0.0959548447789275,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1313,CCL3L1_CCR1,CCL3L1,CCR1,Plasma,EVT_1,False,NA,NA,0.0156862745098039,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1333,CCL3L1_CCR1,CCL3L1,CCR1,dM1,EVT_1,False,NA,NA,0.4228668699907795,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1347,CCL3L1_CCR1,CCL3L1,CCR1,dDC,EVT_1,False,NA,NA,0.100864553314121,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1362,CCL3L1_CCR1,CCL3L1,CCR1,DC,EVT_1,False,NA,NA,0.1965566714490674,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1364,CCL3L1_CCR1,CCL3L1,CCR1,NK,EVT_1,False,NA,NA,0.1046847888953152,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1365,CCL3L1_CCR1,CCL3L1,CCR1,dM2,EVT_1,False,NA,NA,0.2895564472399957,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1368,CCL3L1_CCR1,CCL3L1,CCR1,EVT_2,EVT_1,False,NA,NA,0.010178117048346,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1371,CCL3L1_CCR1,CCL3L1,CCR1,T_cells,VCT_CCC,False,NA,NA,0.0959548447789275,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1373,CCL3L1_CCR1,CCL3L1,CCR1,dEpi_secretory,EVT_1,False,NA,NA,0.0175240584531305,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1404,CCL3L1_CCR1,CCL3L1,CCR1,dNK2,EVT_1,False,NA,NA,0.0982621926803876,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1413,CCL3L1_CCR1,CCL3L1,CCR1,dS1,VCT_CCC,False,NA,NA,0.0152632320480909,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1422,CCL3L1_CCR1,CCL3L1,CCR1,VCT_CCC,EVT_1,False,NA,NA,0.0204565668544322,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1439,CCL3L1_CCR1,CCL3L1,CCR1,DC,VCT_CCC,False,NA,NA,0.1965566714490674,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1444,CCL3L1_CCR1,CCL3L1,CCR1,NK,VCT_CCC,False,NA,NA,0.1046847888953152,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1461,CCL3L1_CCR1,CCL3L1,CCR1,PV,EVT_1,False,NA,NA,0.0120240480961923,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1463,CCL3L1_CCR1,CCL3L1,CCR1,dT_regs,EVT_1,False,NA,NA,0.0676691729323308,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1467,CCL3L1_CCR1,CCL3L1,CCR1,Endo_L,EVT_1,False,NA,NA,0.0073821692220329,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1487,CCL3L1_CCR1,CCL3L1,CCR1,dS1,EVT_1,False,NA,NA,0.0152632320480909,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1508,CCL3L1_CCR1,CCL3L1,CCR1,dNK1,EVT_1,False,NA,NA,0.1336842105263158,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1534,CCL3L1_CCR1,CCL3L1,CCR1,eEVT,EVT_1,False,NA,NA,0.0,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1552,CCL3L1_CCR1,CCL3L1,CCR1,Granulocytes,EVT_1,False,NA,NA,0.0307692307692307,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1553,CCL3L1_CCR1,CCL3L1,CCR1,MO,EVT_1,False,NA,NA,0.3911475409836065,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1561,CCL3L1_CCR1,CCL3L1,CCR1,uSMC,EVT_1,False,NA,NA,0.0029337557941676,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1564,CCL3L1_CCR1,CCL3L1,CCR1,dEpi_lumenal,VCT_CCC,False,NA,NA,0.0148148148148148,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1568,CCL3L1_CCR1,CCL3L1,CCR1,dT_cells,VCT_CCC,False,NA,NA,0.049794661190965,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1570,CCL3L1_CCR1,CCL3L1,CCR1,GC,EVT_1,False,NA,NA,0.0,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1585,CCL3L1_CCR1,CCL3L1,CCR1,dNK3,EVT_1,False,NA,NA,0.2188346883468834,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1592,CCL3L1_CCR1,CCL3L1,CCR1,ILC3,EVT_1,False,NA,NA,0.1127041019514137,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1599,CCL3L1_CCR1,CCL3L1,CCR1,dS2,VCT_CCC,False,NA,NA,0.0287469960149666,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1624,CCL3L1_CCR1,CCL3L1,CCR1,dS3,EVT_1,False,NA,NA,0.0326589376373418,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1631,CCL3L1_CCR1,CCL3L1,CCR1,dEpi_lumenal,EVT_1,False,NA,NA,0.0148148148148148,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1634,CCL3L1_CCR1,CCL3L1,CCR1,dT_cells,EVT_1,False,NA,NA,0.049794661190965,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1648,CCL3L1_CCR1,CCL3L1,CCR1,MO,VCT_CCC,False,NA,NA,0.3911475409836065,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1657,CCL3L1_CCR1,CCL3L1,CCR1,uSMC,VCT_CCC,False,NA,NA,0.0029337557941676,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1660,CCL3L1_CCR1,CCL3L1,CCR1,iEVT,EVT_1,False,NA,NA,0.0127856365614798,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1665,CCL3L1_CCR1,CCL3L1,CCR1,GC,VCT_CCC,False,NA,NA,0.0,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1668,CCL3L1_CCR1,CCL3L1,CCR1,dS2,EVT_1,False,NA,NA,0.0287469960149666,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1678,CCL3L1_CCR1,CCL3L1,CCR1,Endo_M,EVT_1,False,NA,NA,0.0152682855896466,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1793,SPP1_integrin_a4b1_complex,SPP1,"['ITGB1', 'ITGA4']",EVT_2,EVT_1,True,0.153289546446885,1.37055832124714e-15,0.5661577608142494,False,NA,NA,"[0.9319342030629608, 0.0041595764794857]"
1882,SPP1_integrin_a4b1_complex,SPP1,"['ITGB1', 'ITGA4']",EVT_2,B_cells,True,0.153289546446885,1.37055832124714e-15,0.5661577608142494,False,NA,NA,"[0.2997416020671835, 0.2454780361757106]"
1930,SPP1_integrin_a4b1_complex,SPP1,"['ITGB1', 'ITGA4']",EVT_2,dNK1,True,0.153289546446885,1.37055832124714e-15,0.5661577608142494,False,NA,NA,"[0.6155980861244019, 0.0840191387559808]"
2007,SPP1_integrin_a4b1_complex,SPP1,"['ITGB1', 'ITGA4']",EVT_2,dM1,True,0.153289546446885,1.37055832124714e-15,0.5661577608142494,False,NA,NA,"[0.5106035889070146, 0.1707922547698418]"
2075,SPP1_integrin_a4b1_complex,SPP1,"['ITGB1', 'ITGA4']",EVT_2,Plasma,True,0.153289546446885,1.37055832124714e-15,0.5661577608142494,False,NA,NA,"[0.2823529411764706, 0.2313725490196078]"
2132,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,dT_regs,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.4146079484425349, 0.2073039742212674]"
2140,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,dNK2,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.5649075038039562, 0.1234884279650836]"
2144,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,Endo_L,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.778534923339012, 0.0454287336740488]"
2145,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,dM2,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.4002819650797093, 0.1530202797961175]"
2148,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,Plasma,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.2823529411764706, 0.2313725490196078]"
2159,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,eEVT,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.9642857142857144, 0.0357142857142857]"
2167,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,dS3,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.933166628779268, 0.0062893081761006]"
2168,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,iEVT,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.8813928182807399, 0.0125136017410228]"
2176,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,dNK1,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.6155980861244019, 0.0840191387559808]"
2184,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,B_cells,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.2997416020671835, 0.2454780361757106]"
2185,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,PV,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.7993987975951904, 0.0471943887775551]"
2203,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,dNK3,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.489159891598916, 0.2388211382113821]"
2208,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,Endo_M,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.7936600261742038, 0.0306819834230042]"
2218,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",EVT_2,EVT_1,True,1.20271952916387,0.0,0.9936386768447836,False,NA,NA,"[0.9319342030629608, 0.0041595764794857]"
2230,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,Granulocytes,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.2512820512820513, 0.1384615384615384]"
2238,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,EVT_2,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.8180661577608143, 0.0076335877862595]"
2272,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,EVT_1,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.9319342030629608, 0.0041595764794857]"
2274,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,dM1,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.5106035889070146, 0.1707922547698418]"
2307,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",EVT_2,B_cells,True,1.20271952916387,0.0,0.9936386768447836,False,NA,NA,"[0.2997416020671835, 0.2454780361757106]"
2331,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,Endo_L,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.778534923339012, 0.0454287336740488]"
2336,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,dEpi_secretory,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.5201378163241059, 0.0185339194487347]"
2347,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,Plasma,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.2823529411764706, 0.2313725490196078]"
2355,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",EVT_2,dNK1,True,1.20271952916387,0.0,0.9936386768447836,False,NA,NA,"[0.6155980861244019, 0.0840191387559808]"
2361,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,eEVT,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.9642857142857144, 0.0357142857142857]"
2368,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,ILC3,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.3966547192353644, 0.1473516527279968]"
2376,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,B_cells,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.2997416020671835, 0.2454780361757106]"
2377,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,dS3,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.933166628779268, 0.0062893081761006]"
2390,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,dNK1,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.6155980861244019, 0.0840191387559808]"
2397,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,PV,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.7993987975951904, 0.0471943887775551]"
2405,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,dDC,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.531700288184438, 0.4106628242074928]"
2427,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,dNK3,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.489159891598916, 0.2388211382113821]"
2431,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,Endo_M,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.7936600261742038, 0.0306819834230042]"
2432,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",EVT_2,dM1,True,1.20271952916387,0.0,0.9936386768447836,False,NA,NA,"[0.5106035889070146, 0.1707922547698418]"
2438,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,ILC3,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.3966547192353644, 0.1473516527279968]"
2460,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,EVT_2,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.8180661577608143, 0.0076335877862595]"
2477,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,dT_regs,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.4146079484425349, 0.2073039742212674]"
2490,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,dM1,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.5106035889070146, 0.1707922547698418]"
2496,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",VCT_CCC,dM2,True,1.57995934621222,0.0,0.8289356655796027,False,NA,NA,"[0.4002819650797093, 0.1530202797961175]"
2500,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",EVT_2,Plasma,True,1.20271952916387,0.0,0.9936386768447836,False,NA,NA,"[0.2823529411764706, 0.2313725490196078]"
2510,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",iEVT,EVT_1,True,0.641915138584885,1.48412866185905e-96,0.9948313384113168,False,NA,NA,"[0.9319342030629608, 0.0041595764794857]"
2532,FN1_integrin_a4b1_complex,FN1,"['ITGB1', 'ITGA4']",EVT_1,B_cells,True,0.581482883581239,2.15027507111117e-83,0.9863868406125922,False,NA,NA,"[0.2997416020671835, 0.2454780361757106]"
2565,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,dNK2,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.5649075038039562, 0.1234884279650836]"
2573,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,Plasma,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.2823529411764706, 0.2313725490196078]"
2584,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,eEVT,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.9642857142857144, 0.0357142857142857]"
2592,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,dS3,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.933166628779268, 0.0062893081761006]"
2593,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,iEVT,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.8813928182807399, 0.0125136017410228]"
2601,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,dNK1,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.6155980861244019, 0.0840191387559808]"
2610,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,PV,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.7993987975951904, 0.0471943887775551]"
2628,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,dNK3,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.489159891598916, 0.2388211382113821]"
2633,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,Endo_M,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.7936600261742038, 0.0306819834230042]"
2655,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,Granulocytes,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.2512820512820513, 0.1384615384615384]"
2697,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,EVT_1,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.9319342030629608, 0.0041595764794857]"
2756,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,Endo_L,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.778534923339012, 0.0454287336740488]"
2761,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,dEpi_secretory,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.5201378163241059, 0.0185339194487347]"
2793,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,ILC3,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.3966547192353644, 0.1473516527279968]"
2801,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,B_cells,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.2997416020671835, 0.2454780361757106]"
2830,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,dDC,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.531700288184438, 0.4106628242074928]"
2885,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,EVT_2,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.8180661577608143, 0.0076335877862595]"
2902,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,dT_regs,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.4146079484425349, 0.2073039742212674]"
2915,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,dM1,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.5106035889070146, 0.1707922547698418]"
2921,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",VCT_CCC,dM2,True,0.194347687024603,4.9913997512026e-106,0.200118588793359,False,NA,NA,"[0.4002819650797093, 0.1530202797961175]"
2957,PLAUR_integrin_a4b1_complex,PLAUR,"['ITGB1', 'ITGA4']",EVT_1,B_cells,True,0.0515743721174743,1.69328003138367e-09,0.4116089998109283,False,NA,NA,"[0.2997416020671835, 0.2454780361757106]"
2982,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",iEVT,dT_regs,True,0.3144532631771,1.96361178281504e-104,0.3786724700761698,False,NA,NA,"[0.4146079484425349, 0.2073039742212674]"
2994,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",iEVT,Endo_L,True,0.3144532631771,1.96361178281504e-104,0.3786724700761698,False,NA,NA,"[0.778534923339012, 0.0454287336740488]"
2995,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",iEVT,dM2,True,0.3144532631771,1.96361178281504e-104,0.3786724700761698,False,NA,NA,"[0.4002819650797093, 0.1530202797961175]"
3034,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",iEVT,B_cells,True,0.3144532631771,1.96361178281504e-104,0.3786724700761698,False,NA,NA,"[0.2997416020671835, 0.2454780361757106]"
3068,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",EVT_2,EVT_1,True,0.0548930548513695,2.02825188173315e-12,0.0873621713316369,False,NA,NA,"[0.9319342030629608, 0.0041595764794857]"
3088,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",iEVT,EVT_2,True,0.3144532631771,1.96361178281504e-104,0.3786724700761698,False,NA,NA,"[0.8180661577608143, 0.0076335877862595]"
3124,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",iEVT,dM1,True,0.3144532631771,1.96361178281504e-104,0.3786724700761698,False,NA,NA,"[0.5106035889070146, 0.1707922547698418]"
3157,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",EVT_2,B_cells,True,0.0548930548513695,2.02825188173315e-12,0.0873621713316369,False,NA,NA,"[0.2997416020671835, 0.2454780361757106]"
3197,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",iEVT,Plasma,True,0.3144532631771,1.96361178281504e-104,0.3786724700761698,False,NA,NA,"[0.2823529411764706, 0.2313725490196078]"
3205,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",EVT_2,dNK1,True,0.0548930548513695,2.02825188173315e-12,0.0873621713316369,False,NA,NA,"[0.6155980861244019, 0.0840191387559808]"
3211,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",iEVT,eEVT,True,0.3144532631771,1.96361178281504e-104,0.3786724700761698,False,NA,NA,"[0.9642857142857144, 0.0357142857142857]"
3227,JAM2_integrin_a4b1_complex,JAM2,"['ITGB1', 'ITGA4']",iEVT,dS3,True,0.3144532631771,1.96361178281504e-104,0.3786724700761698,False,NA,NA,"[0.933166628779268, 0.0062893081761006]"
