"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"ZNF440_E"	"ZNF440_E"	410	-6.21945968611821	4.98869773856625e-10	2.890939902893e-09
"ZNF169_E"	"ZNF169_E"	271	-6.18612073653768	6.1662786822175e-10	3.55558988692569e-09
"NR2C1_E"	"NR2C1_E"	821	6.18559201964445	6.18698312454217e-10	3.55558988692569e-09
"IRX5_E"	"IRX5_E"	91	-6.1737311527988	6.66969182741085e-10	3.81715833924133e-09
"ZXDC_E"	"ZXDC_E"	356	-6.17135773310636	6.77060370717829e-10	3.85896548742466e-09
"ZNF699_E"	"ZNF699_E"	251	-6.14130438357247	8.18465750157622e-10	4.64579944249306e-09
"ZNF662_E"	"ZNF662_E"	334	-6.1374703859214	8.38458431212938e-10	4.71831991648167e-09
"ZNF573_E"	"ZNF573_E"	116	-6.13704272991194	8.40717786750194e-10	4.71831991648167e-09
"ZNF460_E"	"ZNF460_E"	182	-6.13690208854018	8.41462107849077e-10	4.71831991648167e-09
"ZNF264_E"	"ZNF264_E"	593	-6.13430589644655	8.5531802526564e-10	4.77667526206819e-09
"ZFP92_E"	"ZFP92_E"	156	6.12538908177972	9.04622720427435e-10	5.03173681844176e-09
"ZNF845_E"	"ZNF845_E"	234	-6.12183031507379	9.25065094953644e-10	5.12486062604319e-09
"ZNF829_E"	"ZNF829_E"	79	-6.10097850331876	1.05421087193591e-09	5.81705999056269e-09
"THAP8_E"	"THAP8_E"	730	6.09684618406099	1.08181521625466e-09	5.9456907718758e-09
"ATF4_AA"	"ATF4_AA"	9	-6.08786246867738	1.14428099407066e-09	6.26414694382552e-09
"ZNF461_E"	"ZNF461_E"	145	-6.07115580296378	1.26992904730467e-09	6.92461311227155e-09
"SFPQ_E"	"SFPQ_E"	544	-6.06983679149821	1.28040305784463e-09	6.95434602005807e-09
"ZNF14_E"	"ZNF14_E"	111	-6.06522725064836	1.31767206343777e-09	7.12881174945824e-09
"ARNTL2_E"	"ARNTL2_E"	691	6.04961382287369	1.45193452013985e-09	7.82462766690151e-09
"EPAS1_B"	"EPAS1_B"	40	-6.03249753557817	1.61444806360803e-09	8.66670762828343e-09
"ZNF44_E"	"ZNF44_E"	161	-6.00818011003142	1.87617353134452e-09	1.00328198490817e-08
"ZNF530_E"	"ZNF530_E"	180	-6.00018200947054	1.97096476087786e-09	1.04991776685224e-08
"ZSCAN30_E"	"ZSCAN30_E"	306	-5.99805735514991	1.9969199537588e-09	1.05966825132411e-08
