"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"ZNF567_E"	"ZNF567_E"	132	4.91307761441438	8.96577634653047e-07	5.94143552150464e-06
"ZNF169_E"	"ZNF169_E"	274	4.86345882175324	1.15352032216716e-06	7.60774117238819e-06
"PBX4_E"	"PBX4_E"	448	4.85994296476938	1.17419575921203e-06	7.70739870383255e-06
"ZNF430_E"	"ZNF430_E"	282	4.85253622171981	1.2189251206011e-06	7.96326081147417e-06
"ZNF37A_E"	"ZNF37A_E"	223	4.84792714342252	1.2475819949629e-06	8.11221156349118e-06
"ZNF512_E"	"ZNF512_E"	445	4.84681815313981	1.25457324595201e-06	8.11955114786695e-06
"KLF12_E"	"KLF12_E"	1044	-4.84395681023034	1.27278610731598e-06	8.19911050526804e-06
"ZNF226_E"	"ZNF226_E"	297	4.8367607962547	1.31972085003162e-06	8.46209896895274e-06
"ZNF571_E"	"ZNF571_E"	136	4.82396313604316	1.40733439384469e-06	8.98229555518386e-06
"ZBTB46_E"	"ZBTB46_E"	592	4.81787894775289	1.45092348804202e-06	9.21802307769818e-06
"ZNF780A_E"	"ZNF780A_E"	211	4.80342283097635	1.55976019323792e-06	9.86423683851379e-06
"ZNF283_E"	"ZNF283_E"	218	4.8003473300244	1.5839068403545e-06	9.97141351768627e-06
"NR2C1_E"	"NR2C1_E"	854	-4.77692156363292	1.77999163892548e-06	1.11551512213203e-05
"ZNF414_E"	"ZNF414_E"	726	4.77243381143535	1.82012933479104e-06	1.13553113904756e-05
"ZNF236_E"	"ZNF236_E"	356	4.76585704385011	1.88052562698084e-06	1.16570600779136e-05
"ZNF341_E"	"ZNF341_E"	827	4.76534267308714	1.88532957216797e-06	1.16570600779136e-05
"ZNF701_E"	"ZNF701_E"	215	4.75986870037954	1.93718939879946e-06	1.19244769659433e-05
"ZNF7_E"	"ZNF7_E"	376	4.75714520844883	1.96349933135993e-06	1.20329494421836e-05
"ZNF775_E"	"ZNF775_E"	941	4.74878545611591	2.04641890539922e-06	1.24858598413124e-05
"ZNF219_E"	"ZNF219_E"	454	4.74543833999453	2.0805528621284e-06	1.26384461142449e-05
"IRF5_E"	"IRF5_E"	1202	4.74281713099804	2.10766514959843e-06	1.27472324549949e-05
"ZNF197_D"	"ZNF197_D"	396	4.72100384040728	2.34683507265984e-06	1.41320285897125e-05
"PSPC1_E"	"PSPC1_E"	823	4.71680141300145	2.39581331508171e-06	1.43645084042778e-05
"HIVEP1_E"	"HIVEP1_E"	229	4.71572594435641	2.40850446890141e-06	1.43783564199502e-05
"ZNF3_E"	"ZNF3_E"	435	4.71254566084681	2.446412398458e-06	1.45419792783877e-05
"ZKSCAN5_E"	"ZKSCAN5_E"	383	4.68281589790996	2.82960634496848e-06	1.67478837084673e-05
"ZNF25_E"	"ZNF25_E"	804	4.67942909055494	2.87674828219216e-06	1.69544526418559e-05
"FOXN3_E"	"FOXN3_E"	731	-4.67240600372011	2.97691765403367e-06	1.74704701306637e-05
"ZFP1_E"	"ZFP1_E"	381	4.66793135961403	3.04247502345676e-06	1.77798645885553e-05
"ZNF432_E"	"ZNF432_E"	289	4.64307983652293	3.43253635597827e-06	1.99750540043273e-05
"ZNF146_E"	"ZNF146_E"	1138	4.62695046773225	3.71089218555507e-06	2.15045425815639e-05
"ZNF282_E"	"ZNF282_E"	787	4.61716964340592	3.89009255488208e-06	2.24125036192496e-05
"CREBL2_E"	"CREBL2_E"	1039	4.61604332363038	3.91125330485015e-06	2.24125036192496e-05
"ZNF814_E"	"ZNF814_E"	299	4.61578512347534	3.91611976596274e-06	2.24125036192496e-05
"KAT5_E"	"KAT5_E"	749	4.61297040648818	3.96954838525424e-06	2.26247922369429e-05
"ZNF449_E"	"ZNF449_E"	551	4.60366893471065	4.15112173534002e-06	2.35627196862538e-05
"TONSL_E"	"TONSL_E"	1107	4.59470485458947	4.33362209159575e-06	2.44982310075923e-05
"ZNF383_E"	"ZNF383_E"	223	-4.59211669970294	4.38772883116287e-06	2.47032700453682e-05
"ZNF561_E"	"ZNF561_E"	412	4.58559745446337	4.52690056915585e-06	2.53836327460763e-05
"CSRNP2_E"	"CSRNP2_E"	218	4.57582666180415	4.74343180375062e-06	2.64905364846557e-05
"ZNF441_E"	"ZNF441_E"	186	4.56433955911159	5.01069224479176e-06	2.78707179077774e-05
"ZNF527_E"	"ZNF527_E"	171	4.56031358516243	5.10772878089091e-06	2.82968174461356e-05
"ASCL2_E"	"ASCL2_E"	459	4.5262612039305	6.00363678944373e-06	3.31276372644604e-05
"ZNF668_E"	"ZNF668_E"	504	4.51656946502575	6.28495061113833e-06	3.45422880810579e-05
"ZFP41_E"	"ZFP41_E"	422	4.51423785837156	6.35448671267456e-06	3.47864193559457e-05
"ZBTB26_E"	"ZBTB26_E"	196	4.50287547675055	6.70401678359958e-06	3.65553671074229e-05
"FEV_E"	"FEV_E"	739	-4.49994144609258	6.79721831708025e-06	3.6918224977083e-05
"ZNF266_E"	"ZNF266_E"	108	4.49814546765976	6.85487901171609e-06	3.70859665282296e-05
"ZNF18_E"	"ZNF18_E"	846	4.46305534068601	8.0799173875712e-06	4.35435236645374e-05
"IKZF2_E"	"IKZF2_E"	189	4.46204042776574	8.11829046187234e-06	4.35807453088883e-05
"ZNF44_E"	"ZNF44_E"	161	4.4353398422967	9.19271538231333e-06	4.91579567741466e-05
"ZNF124_E"	"ZNF124_E"	226	4.40832966708086	1.04170899520853e-05	5.54910368601468e-05
"KLF8_E"	"KLF8_E"	707	4.39878019375557	1.08861013526214e-05	5.77672428098876e-05
"ZNF678_E"	"ZNF678_E"	350	4.3902166074802	1.13237805085427e-05	5.98023001324351e-05
"ZFHX4_E"	"ZFHX4_E"	376	-4.38959951492092	1.13559602417548e-05	5.98023001324351e-05
"NFATC4_E"	"NFATC4_E"	1122	4.37318763265229	1.22445398036977e-05	6.42374531368232e-05
"ZNF569_E"	"ZNF569_E"	299	4.3615414164959	1.29149342294534e-05	6.74988071992187e-05
