,VCT_CCC,EVT_1,EVT_2,eEVT,iEVT,GC,Cluster
BTN3A1,1.3622705096603025,0.7063425804172269,0.4641366834738519,-1.3082187725216317,0.08368777149188317,-1.3082187725216317,4
PRLR,0.3290638132736226,-1.4568170345501317,0.2316131751582066,-0.06948336562258858,1.756529540985864,-0.7909061292449735,2
BTC,1.2451490476599836,-0.4047832434942697,-0.11909966702446574,-1.0668764570413196,1.4124867769413911,-1.0668764570413196,2
CD55,0.48046585687865123,1.6577278744222619,0.24236791955594605,-0.42589606175857125,-0.3175591938786163,-1.6371063952196685,4
CHAT,0.3359094149083611,-0.6599553402557184,0.057911203248927505,-0.8621354936109134,1.9904057093202572,-0.8621354936109134,2
LGALS9,-0.3563594201846129,-0.5445517918426459,0.37674546086609023,1.7295248635547167,0.32382803114247743,-1.5291871435360267,7
GLG1,-0.8570702791555033,-1.4232498230310708,-0.5739828297797672,1.0457590521474152,0.6031849830474633,1.205358896771462,6
DPP4,2.1261926208298143,0.018470722526922886,-0.18250555978946997,-0.8185219954148957,-0.3251137927374757,-0.8185219954148957,0
CD47,2.1416507107182947,0.1760679314227857,-0.6851678550438673,-0.6343778032079315,-0.4207683039779435,-0.5774046799113389,0
XCL2,-0.43515488242809003,-0.48203723076940996,-0.3554158627098309,-0.5871092085132937,-0.3697545570094058,2.22947174143003,5
